Organism MutS Tudor_domain Tudor_dist PWWP_domain PWWP_dist Tudor_call PWWP_call
"Alosa alosa" 1 0 Inf 2 1171 Absent Present
"Salix viminalis" 1 2 9716 0 1007245 Present Absent
"Theileria equi strain WA" 1 0 1015875 0 820454 Absent Absent
"Smallanthus sonchifolius" 2 4 285 0 Inf Present Absent
"Silurus meridionalis" 1 0 Inf 2 1861 Absent Present
"Sphagnum fallax" 4 2 270 0 6592978 Present Absent
"Onychostoma macrolepis" 1 0 Inf 2 1326 Absent Present
"Salix brachista" 1 2 297 0 1523119 Present Absent
"Erythroxylum novogranatense" 5 6 281 0 Inf Present Absent
"Aristolochia fimbriata" 1 2 294 0 4012508 Present Absent
"Quillaja saponaria" 1 2 9319 0 1152327 Present Absent
"Arabidopsis thaliana x Arabidopsis arenosa" 2 4 354 0 1886632 Present Absent
"Senna tora" 2 4 261 0 877609 Present Absent
"Trichobilharzia regenti" 5 0 Inf 0 18361046 Absent Absent
"Daphnia sinensis" 1 0 Inf 2 243 Absent Present
"Melia azedarach" 3 6 0 0 1257119 Present Absent
"Tetracentron sinense" 1 2 18080 0 863564 Present Absent
"Triplophysa tibetana" 1 0 Inf 2 6724 Absent Present
"Phyllotreta striolata" 1 0 Inf 0 1565692 Absent Absent
"Carex littledalei" 1 2 279 0 Inf Present Absent
"Rhododendron simsii" 2 2 9636 0 6656644 Present Absent
"Megalurothrips usitatus" 1 0 Inf 2 2248 Absent Present
"Spatholobus suberectus" 1 2 267 0 3335364 Present Absent
"Gossypium australe" 1 2 7883 0 Inf Present Absent
"Vaccinium darrowii" 1 2 7974 0 3035321 Present Absent
"Plasmodium brasilianum" 1 0 Inf 0 36469 Absent Absent
"Melastoma candidum" 2 4 0 0 1151893 Present Absent
"Anisodus acutangulus" 2 2 258 0 17080317 Present Absent
"Porcisia hertigi" 1 0 Inf 0 Inf Absent Absent
"Leishmania orientalis" 1 0 Inf 0 653549 Absent Absent
"Leishmania martiniquensis" 1 0 Inf 0 Inf Absent Absent
"Lachancea fermentati" 1 0 Inf 0 587579 Absent Absent
"Trichobilharzia szidati" 2 0 Inf 0 30063189 Absent Absent
"Leishmania enriettii" 1 0 Inf 0 1843787 Absent Absent
"Hyalomma asiaticum" 2 0 Inf 0 517466 Absent Absent
"Holotrichia oblita" 1 0 49437975 0 26542411 Absent Absent
"Eragrostis curvula" 1 2 336 0 14722226 Present Absent
"Naja naja" 1 0 Inf 2 22434 Absent Present
"Schistosoma turkestanicum" 3 0 Inf 0 2447180 Absent Absent
"Lamprotornis superbus" 1 0 Inf 2 73445 Absent Present
"Capsicum baccatum" 1 2 10061 0 39815984 Present Absent
"Bremia lactucae" 1 0 Inf 0 Inf Absent Absent
"Ovis ammon polii x Ovis aries" 4 0 Inf 4 11710 Absent Present
"Gossypium stocksii" 1 2 7894 0 Inf Present Absent
"Rhododendron griersonianum" 3 2 8558 0 1382704 Present Absent
"Dendrolimus kikuchii" 1 0 Inf 0 Inf Absent Absent
"Megalops atlanticus" 1 0 Inf 2 1524 Absent Present
"Salix dunnii" 3 3 291 0 1683189 Present Absent
"Adiantum capillus-veneris" 1 2 56617 0 Inf Present Absent
"Gossypium darwinii" 3 6 0 0 Inf Present Absent
"Blomia tropicalis" 2 0 Inf 4 353 Absent Present
"Ameiurus melas" 1 0 Inf 2 1117 Absent Present
"Acer yangbiense" 1 2 282 0 3911995 Present Absent
"Buddleja alternifolia" 2 2 8024 0 1631193 Present Absent
"Pyrus ussuriensis x Pyrus communis" 4 0 1308642 0 1348967 Absent Absent
"Camellia lanceoleosa" 4 2 312 0 31169894 Present Absent
"Pogonophryne albipinna" 1 0 Inf 2 1142 Absent Present
"Dallia pectoralis" 1 0 Inf 2 9100 Absent Present
"Synaphobranchus kaupii" 1 0 Inf 2 2161 Absent Present
"Pneumocystis sp. 'macacae'" 1 0 Inf 0 128743 Absent Absent
"Salix udensis" 1 2 297 0 1022239 Present Absent
"Salix koriyanagi" 1 2 297 0 1454211 Present Absent
"Muntiacus muntjak" 2 0 172274501 4 3805 Absent Present
"Corymbia citriodora subsp. variegata" 1 2 9974 0 6841487 Present Absent
"Pelobates cultripes" 1 0 Inf 2 5546 Absent Present
"Carpinus fangiana" 2 2 288 0 3777430 Present Absent
"Choristoneura fumiferana" 1 0 Inf 0 Inf Absent Absent
"Peronosclerospora sorghi" 2 0 290480 0 709673 Absent Absent
"Pangasianodon gigas" 1 0 Inf 2 8817 Absent Present
"Oldenlandia corymbosa var. corymbosa" 1 2 8217 0 23182247 Present Absent
"Rhynchospora tenuis" 1 2 7554 0 17662140 Present Absent
"Albula goreensis" 1 0 Inf 2 1424 Absent Present
"Rhynchospora pubera" 7 14 264 0 51758232 Present Absent
"Schistosoma rodhaini" 5 0 Inf 0 891621 Absent Absent
"Rhynchospora breviuscula" 1 2 7519 0 Inf Present Absent
"Brenthis ino" 2 0 Inf 0 Inf Absent Absent
"Eretmocerus hayati" 2 0 Inf 0 133819310 Absent Absent
"Schistosoma margrebowiei" 2 0 Inf 0 4392936 Absent Absent
"Spirodela intermedia" 1 2 8844 0 1002987 Present Absent
"Steinernema hermaphroditum" 4 0 Inf 0 598356 Absent Absent
"Iphiclides podalirius" 1 0 Inf 0 Inf Absent Absent
"Heterobilharzia americana" 4 0 Inf 0 2723186 Absent Absent
"Bauhinia variegata" 1 2 7604 0 803855 Present Absent
"Schistosoma guineensis" 2 0 Inf 0 4597547 Absent Absent
"Schistosoma spindale" 1 0 Inf 0 4710095 Absent Absent
"Fusarium sp. LHS14.1" 1 0 Inf 0 Inf Absent Absent
"Nyssa sinensis" 1 2 321 0 Inf Present Absent
"Ceutorhynchus assimilis" 1 0 Inf 0 1809938 Absent Absent
"Rhamnella rubrinervis" 1 2 8456 0 1058801 Present Absent
"Schistosoma intercalatum" 3 0 Inf 0 4507634 Absent Absent
"Coccomyxa sp. Obi" 1 2 443 0 Inf Present Absent
"Schistosoma curassoni" 4 0 Inf 0 4636073 Absent Absent
"Schistosoma mattheei" 3 0 Inf 0 7339518 Absent Absent
"Phaedon cochleariae" 1 0 Inf 0 Inf Absent Absent
"Pistacia integerrima" 1 2 315 0 13993977 Present Absent
"Pyricularia sp. CBS 133598" 1 0 Inf 0 Inf Absent Absent
"Diabrotica balteata" 1 0 Inf 0 7757945 Absent Absent
"Conger conger" 1 0 Inf 2 1486 Absent Present
"Cryptococcus cf. gattii" 1 0 573440 0 Inf Absent Absent
"Scenedesmus sp. PABB004" 1 2 6546 0 817282 Present Absent
"Cucurbita argyrosperma subsp. sororia" 1 2 8036 0 588119 Present Absent
"Lachancea mirantina" 1 0 51006 0 24274 Absent Absent
"Oedothorax gibbosus" 1 0 Inf 0 Inf Absent Absent
"Leishmania sp. Ghana 2012 LV757" 1 0 Inf 0 673556 Absent Absent
"Leishmania sp. Namibia" 1 0 Inf 0 1828494 Absent Absent
"Trichoderma cornu-damae" 1 0 2586676 0 Inf Absent Absent
"Protea cynaroides" 1 2 387 0 1822808 Present Absent
"Lachancea sp. 'fantastica'" 1 0 172019 0 188513 Absent Absent
"Diphasiastrum complanatum" 8 14 0 0 3645948 Present Absent
"Pistacia atlantica" 1 1 321 0 16917514 Present Absent
"Muraenolepis orangiensis" 1 0 Inf 2 6073 Absent Present
"Plasmodium sp. gorilla clade G1" 1 0 Inf 0 Inf Absent Absent
"Plasmodium sp. gorilla clade G3" 1 0 Inf 0 Inf Absent Absent
"Pseudolycoriella hygida" 1 0 Inf 0 17566358 Absent Absent
"Pangasius djambal" 1 0 Inf 2 8713 Absent Present
"Rhododendron williamsianum" 2 2 321 0 856465 Present Absent
"Phrynosoma platyrhinos" 1 0 127990095 2 17306 Absent Present
"Eleutherodactylus coqui" 3 0 Inf 6 0 Absent Present
"Gossypium schwendimanii" 1 2 7890 0 Inf Present Absent
"Gossypium gossypioides" 1 2 6782 0 Inf Present Absent
"Gossypium trilobum" 1 2 7546 0 Inf Present Absent
"Aspergillus niger" 38 0 316218 0 Inf Absent Absent
"Marchantia polymorpha" 1 2 486 0 Inf Present Absent
"Colletotrichum salicis" 1 0 Inf 0 Inf Absent Absent
"Pachysolen tannophilus NRRL Y-2460" 1 0 1094181 0 1314231 Absent Absent
"Piromyces finnis" 1 0 Inf 0 493683 Absent Absent
"Neocallimastix californiae" 1 0 Inf 0 Inf Absent Absent
"Anaeromyces robustus" 1 0 Inf 0 Inf Absent Absent
"Colletotrichum simmondsii" 1 0 Inf 0 Inf Absent Absent
"Moesziomyces aphidis" 1 0 Inf 0 184998 Absent Absent
"Tortispora caseinolytica NRRL Y-17796" 1 0 706338 0 Inf Absent Absent
"Hanseniaspora valbyensis NRRL Y-1626" 1 0 Inf 0 Inf Absent Absent
"Lichtheimia hyalospora FSU 10163" 1 0 Inf 0 Inf Absent Absent
"Emergomyces pasteurianus Ep9510" 1 0 Inf 0 Inf Absent Absent
"Benjaminiella poitrasii" 1 0 2171491 0 547812 Absent Absent
"Chlamydoabsidia padenii" 1 0 Inf 0 Inf Absent Absent
"Coemansia mojavensis" 1 0 Inf 0 Inf Absent Absent
"Hyaloraphidium curvatum" 1 0 Inf 0 Inf Absent Absent
"Colletotrichum filicis" 1 0 Inf 0 Inf Absent Absent
"Aspergillus sergii" 1 0 Inf 0 Inf Absent Absent
"Aspergillus transmontanensis" 1 0 Inf 0 Inf Absent Absent
"Aspergillus novoparasiticus" 1 0 Inf 0 Inf Absent Absent
"Zopfochytrium polystomum" 1 0 Inf 0 Inf Absent Absent
"Teratosphaeria nubilosa" 1 0 Inf 0 Inf Absent Absent
"Rostrohypoxylon terebratum" 1 0 Inf 0 Inf Absent Absent
"Blastomyces parvus" 1 0 Inf 0 Inf Absent Absent
"Aspergillus taichungensis" 1 0 Inf 0 Inf Absent Absent
"Daldinia bambusicola" 1 0 Inf 0 Inf Absent Absent
"Aspergillus pseudocaelatus" 1 0 Inf 0 Inf Absent Absent
"Aspergillus bertholletiae" 1 0 Inf 0 Inf Absent Absent
"Aspergillus egyptiacus" 1 0 Inf 0 Inf Absent Absent
"Bifiguratus adelaidae" 1 0 Inf 0 Inf Absent Absent
"Aspergillus coremiiformis" 1 0 Inf 0 Inf Absent Absent
"Entophlyctis luteolus" 2 0 Inf 0 Inf Absent Absent
"Martensiomyces pterosporus" 1 0 Inf 0 Inf Absent Absent
"Coemansia asiatica" 2 0 Inf 0 Inf Absent Absent
"Atractiella rhizophila" 1 0 Inf 0 Inf Absent Absent
"Colletotrichum tanaceti" 2 0 Inf 0 Inf Absent Absent
"Dissophora ornata" 2 0 Inf 0 Inf Absent Absent
"Ramicandelaber brevisporus" 1 0 Inf 0 Inf Absent Absent
"Rhizopus azygosporus" 2 0 Inf 0 Inf Absent Absent
"Polyrhizophydium stewartii" 1 0 Inf 0 Inf Absent Absent
"Coemansia furcata" 4 0 Inf 0 Inf Absent Absent
"Aspergillus brasiliensis CBS 101740" 1 0 900281 0 Inf Absent Absent
"Aspergillus sclerotiicarbonarius CBS 121057" 1 0 Inf 0 Inf Absent Absent
"Aspergillus indologenus CBS 114.80" 1 0 Inf 0 Inf Absent Absent
"Amniculicola lignicola CBS 123094" 1 0 Inf 0 262240 Absent Absent
"[Candida] arabinofermentans NRRL YB-2248" 1 0 Inf 0 Inf Absent Absent
"Bimuria novae-zelandiae CBS 107.79" 1 0 Inf 0 Inf Absent Absent
"Aspergillus ellipticus CBS 707.79" 1 0 Inf 0 Inf Absent Absent
"Gonapodya prolifera JEL478" 1 0 15581 0 Inf Absent Absent
"Delitschia confertaspora ATCC 74209" 1 0 Inf 0 Inf Absent Absent
"Lepidopterella palustris CBS 459.81" 1 0 Inf 0 Inf Absent Absent
"Magnaporthiopsis poae ATCC 64411" 1 0 Inf 0 2117981 Absent Absent
"Penicillium fimorum" 1 0 533764 0 482875 Absent Absent
"Penicillium hetheringtonii" 1 0 211277 0 Inf Absent Absent
"Aureobasidium mustum" 1 0 559403 0 348791 Absent Absent
"Aureobasidium vineae" 1 0 230911 0 Inf Absent Absent
"Aureobasidium uvarum" 1 0 44896 0 756338 Absent Absent
"Metschnikowia persimmonesis" 1 0 Inf 0 65886 Absent Absent
"Mayamaea pseudoterrestris" 1 2 4146 0 Inf Present Absent
"Phialophora macrospora" 2 0 Inf 0 Inf Absent Absent
"Rachicladosporium antarcticum" 2 0 680063 0 Inf Absent Absent
"Naganishia onofrii" 1 0 Inf 0 Inf Absent Absent
"Monosporascus cannonballus" 2 0 Inf 0 Inf Absent Absent
"Pseudohyphozyma bogoriensis" 1 0 Inf 0 Inf Absent Absent
"Fusarium oligoseptatum" 1 0 Inf 0 Inf Absent Absent
"Aspergillus nanangensis" 1 0 Inf 0 132707 Absent Absent
"Cercophora samala" 1 0 Inf 0 Inf Absent Absent
"Geranomyces michiganensis" 1 0 Inf 0 Inf Absent Absent
"Polytolypa hystricis UAMH7299" 1 0 Inf 0 Inf Absent Absent
"Coemansia umbellata" 1 0 Inf 0 Inf Absent Absent
"Wallemia hederae" 1 0 56232 0 Inf Absent Absent
"[Candida] inconspicua" 1 0 Inf 0 Inf Absent Absent
"Aspergillus burnettii" 1 0 Inf 0 Inf Absent Absent
"Monosporascus ibericus" 1 0 Inf 0 Inf Absent Absent
"Fusarium phyllophilum" 1 0 Inf 0 Inf Absent Absent
"Fusarium coicis" 1 0 Inf 0 Inf Absent Absent
"Candolleomyces eurysporus" 1 0 Inf 0 Inf Absent Absent
"Aspergillus hancockii" 1 0 Inf 0 65919 Absent Absent
"Fusarium globosum" 1 0 Inf 0 Inf Absent Absent
"Mycoemilia scoparia" 1 0 Inf 0 Inf Absent Absent
"Fusarium pseudoanthophilum" 1 0 Inf 0 Inf Absent Absent
"Claviceps capensis" 1 0 Inf 0 Inf Absent Absent
"Claviceps pazoutovae" 1 0 Inf 0 Inf Absent Absent
"Claviceps monticola" 1 0 Inf 0 Inf Absent Absent
"Aspergillus sclerotialis" 1 0 Inf 0 Inf Absent Absent
"Tieghemiomyces parasiticus" 2 0 Inf 0 Inf Absent Absent
"Paramicrosporidium saccamoebae" 1 0 Inf 0 13603 Absent Absent
"Dactylella cylindrospora" 1 0 Inf 0 Inf Absent Absent
"Coemansia javaensis" 1 0 Inf 0 Inf Absent Absent
"Phytophthora aleatoria" 1 0 Inf 0 Inf Absent Absent
"Zancudomyces culisetae" 1 0 Inf 0 Inf Absent Absent
"Friedmanniomyces simplex" 2 0 Inf 0 Inf Absent Absent
"Enteropsectra breve" 1 0 Inf 0 Inf Absent Absent
"Cryomyces minteri" 1 0 Inf 0 Inf Absent Absent
"Entrophospora candida" 4 0 Inf 0 Inf Absent Absent
"Trichoderma parareesei" 1 0 Inf 0 Inf Absent Absent
"Emergomyces africanus" 1 0 Inf 0 Inf Absent Absent
"Quaeritorhiza haematococci" 1 0 Inf 0 Inf Absent Absent
"Podila epigama" 1 0 Inf 0 Inf Absent Absent
"Colletotrichum shisoi" 1 0 Inf 0 Inf Absent Absent
"Coemansia biformis" 1 0 Inf 0 Inf Absent Absent
"Coemansia helicoidea" 1 0 Inf 0 Inf Absent Absent
"Spiromyces aspiralis" 1 0 Inf 0 Inf Absent Absent
"Apostichopus japonicus" 1 0 Inf 0 31932 Absent Absent
"Chlorella vulgaris" 1 2 10411 0 Inf Present Absent
"Phytophthora sojae" 2 0 1849866 0 362335 Absent Absent
"Dunaliella salina" 2 2 14166 0 Inf Present Absent
"Lentinula edodes" 6 0 Inf 0 669339 Absent Absent
"Aspergillus terreus NIH2624" 1 0 1204860 0 1079369 Absent Absent
"Colletotrichum gloeosporioides" 1 0 Inf 0 Inf Absent Absent
"Penicillium chrysogenum" 5 0 323260 0 290130 Absent Absent
"Bursaphelenchus xylophilus" 2 0 2374229 0 1476625 Absent Absent
"Erythranthe guttata" 1 2 7091 0 815686 Present Absent
"Prunus armeniaca" 3 6 207 0 810564 Present Absent
"Folsomia candida" 1 0 Inf 0 Inf Absent Absent
"Periplaneta americana" 1 0 Inf 0 74515 Absent Absent
"Eutrema salsugineum" 2 2 360 0 2910142 Present Absent
"Columba livia" 3 0 Inf 5 0 Absent Present
"Candida parapsilosis" 8 0 1655695 0 339555 Absent Absent
"Rhizophagus irregularis DAOM 181602=DAOM 197198" 2 0 Inf 0 Inf Absent Absent
"Trichophyton rubrum CBS 118892" 1 0 Inf 0 Inf Absent Absent
"Ophiocordyceps sinensis" 1 0 Inf 0 Inf Absent Absent
"Tenebrio molitor" 3 0 Inf 0 Inf Absent Absent
"Zostera marina" 1 2 174 0 Inf Present Absent
"Tupaia chinensis" 1 0 Inf 2 6635 Absent Present
"Corchorus olitorius" 1 2 300 0 Inf Present Absent
"Gryllus bimaculatus" 1 0 Inf 2 19959 Absent Present
"Acanthamoeba castellanii str. Neff" 2 0 Inf 0 Inf Absent Absent
"Dirofilaria immitis" 1 0 Inf 0 Inf Absent Absent
"Botryosphaeria dothidea" 1 0 Inf 0 12874 Absent Absent
"Paxillus involutus ATCC 200175" 1 0 Inf 0 Inf Absent Absent
"Aphis glycines" 3 0 Inf 0 1817486 Absent Absent
"Cuscuta campestris" 1 2 297 0 Inf Present Absent
"Tuta absoluta" 1 0 Inf 0 492201 Absent Absent
"Monilinia fructicola" 3 0 Inf 0 283415 Absent Absent
"Macrostomum lignano" 3 0 Inf 4 252 Absent Present
"Callosobruchus maculatus" 1 0 Inf 0 Inf Absent Absent
"Rhizopus delemar RA 99-880" 1 0 Inf 0 14029 Absent Absent
"Echinococcus multilocularis" 1 0 Inf 0 1292467 Absent Absent
"Arthrobotrys flagrans" 1 0 3430352 0 1068969 Absent Absent
"Porphyridium purpureum" 1 0 234407 0 Inf Absent Absent
"Ramazzottius varieornatus" 1 0 350222 0 Inf Absent Absent
"Geotrichum candidum" 9 0 248685 0 61156 Absent Absent
"Angiostrongylus cantonensis" 1 0 Inf 0 Inf Absent Absent
"Tetraodon nigroviridis" 1 0 Inf 2 4600 Absent Present
"Citrus unshiu" 1 2 8448 0 1564318 Present Absent
"Sarcophaga bullata" 1 0 Inf 0 Inf Absent Absent
"Ophiophagus hannah" 1 0 Inf 2 19104 Absent Present
"Mucor lusitanicus" 1 0 Inf 0 Inf Absent Absent
"Phytophthora cinnamomi" 4 0 Inf 0 555309 Absent Absent
"Blastocladiella emersonii ATCC 22665" 1 0 Inf 0 253106 Absent Absent
"Aspergillus carbonarius ITEM 5010" 1 0 975907 0 Inf Absent Absent
"Histoplasma ohiense (nom. inval.)" 1 0 Inf 0 6788052 Absent Absent
"Pleurotus pulmonarius" 2 0 Inf 0 67146 Absent Absent
"Ditylenchus destructor" 2 0 Inf 0 1223043 Absent Absent
"Lithospermum erythrorhizon" 1 2 234 0 Inf Present Absent
"Aquilegia coerulea" 2 4 4747 0 2001295 Present Absent
"Sinapis alba" 2 4 444 0 Inf Present Absent
"Silurus asotus" 1 0 Inf 2 6040 Absent Present
"Tritrichomonas foetus" 1 0 Inf 0 Inf Absent Absent
"Pseudo-nitzschia multistriata" 1 1 Inf 0 Inf Present Absent
"Neotoma lepida" 1 0 Inf 0 Inf Absent Absent
"Plakobranchus ocellatus" 1 0 Inf 2 3180 Absent Present
"Armillaria ostoyae" 1 0 Inf 0 Inf Absent Absent
"Epicoccum nigrum" 2 0 Inf 0 Inf Absent Absent
"Umbelopsis isabellina" 2 0 Inf 0 Inf Absent Absent
"Colletotrichum orbiculare MAFF 240422" 1 0 Inf 0 Inf Absent Absent
"Ensete ventricosum" 6 2 3647 0 3456257 Present Absent
"Fusarium tricinctum" 1 0 1925740 0 Inf Absent Absent
"Candida metapsilosis" 1 0 2289894 0 1568679 Absent Absent
"Sepia pharaonis" 1 0 Inf 2 2550 Absent Present
"Vanrija humicola" 1 0 Inf 0 Inf Absent Absent
"Miscanthus lutarioriparius" 3 5 272 0 38098766 Present Absent
"Clarias magur" 1 0 Inf 1 18464 Absent Present
"Batrachochytrium salamandrivorans" 12 0 Inf 0 Inf Absent Absent
"Callosobruchus chinensis" 6 0 Inf 0 Inf Absent Absent
"Desmophyllum pertusum" 2 0 Inf 0 21918 Absent Absent
"Prochilodus magdalenae" 1 0 Inf 2 1774 Absent Present
"Globisporangium splendens" 2 0 Inf 0 Inf Absent Absent
"Blakeslea trispora" 1 0 Inf 0 Inf Absent Absent
"Coptotermes formosanus" 1 0 Inf 2 31955 Absent Present
"Aptenodytes patagonicus" 1 0 Inf 2 21 Absent Present
"Klebsormidium nitens" 1 2 372 0 Inf Present Absent
"Orchesella cincta" 1 0 Inf 2 5063 Absent Present
"Fasciolopsis buski" 2 0 Inf 0 Inf Absent Absent
"Corchorus capsularis" 1 2 300 0 Inf Present Absent
"Symbiodinium microadriaticum" 3 0 Inf 0 Inf Absent Absent
"Aphis craccivora" 1 0 Inf 0 Inf Absent Absent
"Ancylostoma ceylanicum" 4 0 Inf 0 Inf Absent Absent
"Capitella teleta" 2 0 Inf 4 24 Absent Present
"Toxocara canis" 3 0 Inf 0 Inf Absent Absent
"Acanthocheilonema viteae" 2 0 Inf 0 Inf Absent Absent
"Lasius niger" 2 0 Inf 0 Inf Absent Absent
"Dictyocaulus viviparus" 1 0 Inf 0 Inf Absent Absent
"Ancylostoma caninum" 1 0 Inf 0 Inf Absent Absent
"Oesophagostomum dentatum" 1 0 Inf 0 Inf Absent Absent
"Pisolithus microcarpus" 1 0 Inf 0 Inf Absent Absent
"Colletotrichum fioriniae" 3 0 4214753 0 749862 Absent Absent
"Penicillium rubens Wisconsin 54-1255" 1 0 468549 0 417932 Absent Absent
"Pyronema omphalodes" 1 0 Inf 0 Inf Absent Absent
"Daldinia eschscholtzii" 1 0 Inf 0 Inf Absent Absent
"Hortaea werneckii" 111 0 48671 0 Inf Absent Absent
"Dichomitus squalens LYAD-421 SS1" 1 0 Inf 0 Inf Absent Absent
"Gaeumannomyces tritici R3-111a-1" 2 0 2139230 0 253020 Absent Absent
"Guillardia theta CCMP2712" 2 2 378 0 Inf Present Absent
"Schizosaccharomyces octosporus yFS286" 1 0 68764 0 435907 Absent Absent
"Serendipita indica DSM 11827" 2 0 416334 0 Inf Absent Absent
"Metarhizium brunneum ARSEF 3297" 1 0 1060238 0 1283319 Absent Absent
"Cenococcum geophilum 1.58" 1 0 Inf 0 Inf Absent Absent
"Pneumocystis murina B123" 1 0 Inf 0 Inf Absent Absent
"Amorphotheca resinae ATCC 22711" 1 0 Inf 0 132203 Absent Absent
"Pseudocercospora fijiensis CIRAD86" 1 0 Inf 0 Inf Absent Absent
"Trametes versicolor FP-101664 SS1" 1 0 Inf 0 108394 Absent Absent
"Nannochloropsis salina CCMP1776" 1 2 4244 0 476112 Present Absent
"Rhodotorula graminis WP1" 1 0 Inf 0 192969 Absent Absent
"Neurospora tetrasperma FGSC 2508" 1 0 Inf 0 1913545 Absent Absent
"Ascosphaera apis ARSEF 7405" 1 0 Inf 0 Inf Absent Absent
"Gelatoporia subvermispora B" 1 0 Inf 0 Inf Absent Absent
"Arctia plantaginis" 4 0 Inf 0 Inf Absent Absent
"Ilyonectria destructans" 1 0 Inf 0 Inf Absent Absent
"Entomortierella parvispora" 1 0 Inf 0 371711 Absent Absent
"Dissostichus eleginoides" 1 0 Inf 2 1135 Absent Present
"Bagarius yarrelli" 2 0 Inf 2 2633 Absent Present
"Papaver bracteatum" 1 2 300 0 Inf Present Absent
"Diploptera punctata" 1 0 Inf 2 63238 Absent Present
"Aphanomyces euteiches" 6 0 832111 0 Inf Absent Absent
"Aspergillus calidoustus" 1 0 86293 0 Inf Absent Absent
"Diacronema lutheri" 1 0 Inf 0 1578239 Absent Absent
"Monilinia fructigena" 1 0 Inf 0 Inf Absent Absent
"Leishmania tarentolae" 1 0 Inf 0 503710 Absent Absent
"Penicillium brasilianum" 2 0 553310 0 637709 Absent Absent
"Trametes gibbosa" 1 0 Inf 0 Inf Absent Absent
"Xylaria flabelliformis" 2 0 Inf 0 199769 Absent Absent
"Cafeteria roenbergensis" 4 4 45 0 Inf Present Absent
"Trichoglossum hirsutum" 2 0 Inf 0 Inf Absent Absent
"Armillaria borealis" 1 0 Inf 0 Inf Absent Absent
"Caerostris darwini" 2 0 Inf 0 Inf Absent Absent
"Lactarius deliciosus" 1 0 Inf 0 Inf Absent Absent
"Pseudocohnilembus persalinus" 3 0 Inf 0 Inf Absent Absent
"Lamellibrachia satsuma" 2 0 Inf 2 3290 Absent Present
"Trichoderma asperelloides" 1 0 Inf 0 Inf Absent Absent
"Tuber borchii" 1 0 Inf 0 Inf Absent Absent
"Trichinella pseudospiralis" 6 0 Inf 0 Inf Absent Absent
"Chloebia gouldiae" 1 0 Inf 2 6982 Absent Present
"Tilletia controversa" 7 0 Inf 0 Inf Absent Absent
"Glutinoglossum americanum" 1 0 Inf 0 Inf Absent Absent
"Raphidocelis subcapitata" 2 2 628 0 Inf Present Absent
"Marssonina coronariae" 1 0 Inf 0 Inf Absent Absent
"Ladona fulva" 1 0 Inf 0 Inf Absent Absent
"Onchocerca flexuosa" 2 0 Inf 0 3239661 Absent Absent
"Malus baccata" 3 2 342 0 Inf Present Absent
"Rhizophlyctis rosea" 2 0 Inf 0 Inf Absent Absent
"Seminavis robusta" 2 2 270 0 Inf Present Absent
"Arenaria interpres" 1 0 Inf 2 13916 Absent Present
"Mesocestoides corti" 1 0 Inf 0 Inf Absent Absent
"Tuber magnatum" 1 0 Inf 0 Inf Absent Absent
"Paragonimus westermani" 4 0 Inf 0 Inf Absent Absent
"Nephila pilipes" 1 0 Inf 0 Inf Absent Absent
"Striga asiatica" 1 2 7536 0 Inf Present Absent
"Trichuris suis" 3 0 Inf 0 Inf Absent Absent
"Caenorhabditis brenneri" 2 0 Inf 0 Inf Absent Absent
"Elysia chlorotica" 1 0 Inf 2 1252 Absent Present
"Spirometra erinaceieuropaei" 3 0 Inf 0 290318 Absent Absent
"Leiothrix lutea" 1 0 Inf 2 21 Absent Present
"Trametes cinnabarina" 1 0 Inf 0 Inf Absent Absent
"Pygoscelis adeliae" 1 0 2611212 2 13550 Absent Present
"Antrostomus carolinensis" 1 0 Inf 2 12853 Absent Present
"Pelecanus crispus" 1 0 Inf 2 13612 Absent Present
"Chlamydotis macqueenii" 1 0 Inf 2 12894 Absent Present
"Melipona quadrifasciata" 1 0 1387449 0 Inf Absent Absent
"Chara braunii" 2 2 16187 0 Inf Present Absent
"Striga hermonthica" 2 4 351 0 Inf Present Absent
"Coelomomyces lativittatus" 3 0 Inf 0 Inf Absent Absent
"Ancylostoma duodenale" 4 0 Inf 0 Inf Absent Absent
"Teladorsagia circumcincta" 3 0 Inf 0 Inf Absent Absent
"Moniliophthora roreri" 1 0 Inf 0 Inf Absent Absent
"Cryptosporidium muris RN66" 1 0 Inf 0 203971 Absent Absent
"Mixia osmundae IAM 14324" 2 0 Inf 0 281267 Absent Absent
